NIVT_SAT	annee_ctr_f	nper_enq_f	npie_log_f	peri_ctr_f	puissto_f	qpay_ctr_f	tarif_f	niv_urb_f	annee_log_f	stat_log_f	type_log_f	emme_log_f	date_chf_f	chem_log_f	age_enq_f	ideal_chf_f	num_ind	i
2	1989a1990	2personnes	4pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	1223	18
2	1989a1990	2personnes	4pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	2Ma5Mhab	1974->81	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	45a54ans	Electric	1224	18
2	1989a1990	3personnes	5pieces	Indestdeter	9kVA	Qpay=6	Doubletarif	10Ma20Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Autre	1225	18
2	1971a1980	4personnes	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	20Ma50Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	45a54ans	Electric	1226	18
2	1986a1988	4personnes	4pieces	Indestdeter	6kVA	Qpay=5	Doubletarif	20Ma50Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Gazvr	1227	18
2	1989a1990	4personnes	4pieces	Mensualise	9kVA	Qpay=4	Doubletarif	agglo.rurale	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1228	18
2	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	20Ma50Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Electric	1229	18
1	1986a1988	2personnes	4pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	agglo.rurale	1949->73	Locataire	Individuel	entre1982et1988	avant1982	Pascheminee	18a34ans	Gazvr	1230	18
2	1986a1988	5perset+	5pieces	Indestdeter	>=12kVA	Qpay=6	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Electric	1231	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	20Ma50Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1232	18
2	1981a1985	4personnes	4pieces	Mensualise	9kVA	Qpay=9	Doubletarif	2Ma5Mhab	1974->81	Locataire	Individuel	avant1982	avant1982	Pascheminee	35a44ans	Gazvr	1233	18
1	1989a1990	2personnes	3pieces	Mensualise	6kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Fioul	1234	18
1	1989a1990	2personnes	2pieces	Relevenormal	6kVA	Qpay=8	Doubletarif	20Ma50Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Electric	1235	18
2	1989a1990	2personnes	1piece	Indestmensu	6kVA	Qpay=9	Doubletarif	20Ma50Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Electric	1236	18
3	1981a1985	3personnes	4pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	agglo.rurale	<=1948	Proprietaire	Collectif	avant1982	entre1982et1988	Pascheminee	35a44ans	Electric	1237	18
2	1989a1990	3personnes	3pieces	Indestdeter	9kVA	Qpay=6	Doubletarif	2Ma5Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Bois	1238	18
1	1989a1990	4personnes	5pieces	Indestmensu	>=12kVA	Qpay=0,1,2	Doubletarif	agglo.rurale	1974->81	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	45a54ans	Bois	1239	18
2	1989a1990	3personnes	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1240	18
3	1989a1990	1personne	3pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	55a64ans	Electric	1241	18
1	1986a1988	1personne	1piece	Relevenormal	6kVA	Qpay=9	Doubletarif	2Ma5Mhab	1949->73	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Autre	1242	18
2	1989a1990	4personnes	4pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Electric	1243	18
3	1989a1990	1personne	4pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	10Ma20Mhab	<=1948	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Electric	1244	18
3	1986a1988	2personnes	>=6piec	Mensualise	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	65anset+	Electric	1245	18
2	1981a1985	3personnes	5pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	20Ma50Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1246	18
3	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=7	Doubletarif	20Ma50Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1247	18
2	1981a1985	3personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	20Ma50Mhab	1974->81	Locataire	Individuel	entre1982et1988	avant1982	Cheminee	45a54ans	Electric	1248	18
2	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	20Ma50Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1249	18
3	1989a1990	3personnes	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Fioul	1250	18
2	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	20Ma50Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1251	18
2	1989a1990	4personnes	4pieces	Relevenormal	>=12kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	35a44ans	Electric	1252	18
2	1981a1985	2personnes	4pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Electric	1253	18
2	1989a1990	4personnes	4pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1254	18
2	1989a1990	3personnes	3pieces	Relevenormal	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Cheminee	18a34ans	Gazvr	1255	18
2	1966a1970	2personnes	3pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	20Ma50Mhab	<=1948	Proprietaire	Collectif	avant1982	entre1989et1990	Cheminee	45a54ans	Gazvr	1256	18
1	1989a1990	3personnes	2pieces	Relevenormal	6kVA	Qpay=6	Doubletarif	5Ma10Mhab	1949->73	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Fioul	1257	18
1	1989a1990	4personnes	5pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1258	18
1	91	4personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1259	18
3	1989a1990	5perset+	5pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Cheminee	18a34ans	Gazvr	1260	18
3	1989a1990	2personnes	3pieces	Relevenormal	6kVA	Qpay=7	Doubletarif	50Ma100Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	1261	18
3	91	3personnes	>=6piec	Indestmensu	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Cheminee	18a34ans	Electric	1262	18
2	1989a1990	2personnes	3pieces	Indestmensu	6kVA	Qpay=7	Doubletarif	agglo.rurale	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	1263	18
2	1981a1985	4personnes	5pieces	Relevenormal	>=12kVA	Qpay=5	Doubletarif	2Ma5Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Electric	1264	18
1	1989a1990	3personnes	>=6piec	Indestmensu	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	35a44ans	Electric	1265	18
3	1989a1990	3personnes	>=6piec	Indestmensu	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	1949->73	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Bois	1266	18
2	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Gazvr	1267	18
2	1989a1990	2personnes	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	2Ma5Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	65anset+	Electric	1268	18
3	1989a1990	4personnes	>=6piec	Indestmensu	6kVA	Qpay=9	Doubletarif	agglo.rurale	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1269	18
1	1989a1990	3personnes	3pieces	Indestmensu	6kVA	Qpay=5	Doubletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1270	18
2	1971a1980	4personnes	4pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	10Ma20Mhab	1974->81	Locataire	Individuel	avant1982	avant1982	Pascheminee	18a34ans	Gazvr	1271	18
2	1989a1990	4personnes	3pieces	Mensualise	6kVA	Qpay=6	Doubletarif	10Ma20Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1272	18
2	1971a1980	3personnes	4pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	50Ma100Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	45a54ans	Electric	1273	18
2	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=6	Doubletarif	50Ma100Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Gazvr	1274	18
3	1986a1988	1personne	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	agglo.rurale	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Electric	1275	18
2	1981a1985	1personne	2pieces	Relevenormal	9kVA	Qpay=7	Simpletarif	50Ma100Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	1276	18
3	1989a1990	1personne	1piece	Indestmensu	9kVA	Qpay=9	Doubletarif	10Ma20Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	1277	18
3	1986a1988	2personnes	1piece	Relevenormal	6kVA	Qpay=9	Doubletarif	5Ma10Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	1278	18
2	1989a1990	1personne	2pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Bois	1279	18
1	1989a1990	2personnes	4pieces	Indestmensu	>=12kVA	Qpay=5	Doubletarif	2Ma5Mhab	1949->73	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Gazvr	1280	18
3	91	1personne	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1281	18
1	1981a1985	4personnes	4pieces	Mensualise	9kVA	Qpay=9	Doubletarif	50Ma100Mhab	1974->81	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	35a44ans	Gazvr	1282	18
2	1989a1990	2personnes	1piece	Indestmensu	6kVA	Qpay=9	Doubletarif	20Ma50Mhab	1949->73	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	1283	18
1	1989a1990	5perset+	>=6piec	Indestmensu	>=12kVA	Qpay=6	Doubletarif	20Ma50Mhab	1974->81	Locataire	Individuel	entre1982et1988	avant1982	Pascheminee	18a34ans	Bois	1284	18
1	1981a1985	5perset+	>=6piec	Indestdeter	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	35a44ans	Gazvr	1285	18
2	1989a1990	2personnes	3pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Cheminee	45a54ans	Electric	1286	18
2	1981a1985	2personnes	1piece	Relevenormal	6kVA	Qpay=6	Doubletarif	agglo.rurale	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Fioul	1287	18
3	1989a1990	3personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1288	18
2	1989a1990	4personnes	5pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Gazvr	1289	18
2	1971a1980	5perset+	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	1974->81	Proprietaire	Collectif	avant1982	avant1982	Cheminee	45a54ans	Gazvr	1290	18
1	1989a1990	2personnes	4pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	agglo.rurale	<=1948	Locataire	Individuel	entre1989et1990	avant1982	Cheminee	45a54ans	Bois	1291	18
3	1971a1980	5perset+	3pieces	Indestdeter	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	1974->81	Locataire	Collectif	avant1982	avant1982	Pascheminee	65anset+	Electric	1292	18
3	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	50Ma100Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1293	18
2	1986a1988	4personnes	5pieces	Mensualise	9kVA	Qpay=9	Doubletarif	50Ma100Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	1294	18
2	1986a1988	4personnes	4pieces	Indestmensu	9kVA	Qpay=5	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Autre	1295	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=7	Doubletarif	5Ma10Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Bois	1296	18
2	1989a1990	3personnes	4pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	50Ma100Mhab	1974->81	Locataire	Collectif	avant1982	avant1982	Pascheminee	35a44ans	Electric	1297	18
2	1986a1988	1personne	2pieces	Mensualise	6kVA	Qpay=9	Doubletarif	50Ma100Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	avant1982	Pascheminee	55a64ans	Gazvr	1298	18
3	1989a1990	3personnes	1piece	Indestmensu	6kVA	Qpay=7	Doubletarif	50Ma100Mhab	1949->73	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Electric	1299	18
2	1986a1988	5perset+	>=6piec	Indestdeter	6kVA	Qpay=4	Doubletarif	50Ma100Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1300	18
2	1989a1990	2personnes	3pieces	Mensualise	6kVA	Qpay=8	Doubletarif	20Ma50Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	1301	18
2	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=9	Doubletarif	20Ma50Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1302	18
3	1971a1980	4personnes	>=6piec	Mensualise	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	65anset+	Electric	1303	18
1	1986a1988	1personne	2pieces	Relevenormal	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	1949->73	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	1304	18
2	1989a1990	2personnes	5pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	1305	18
2	1989a1990	2personnes	5pieces	Indestmensu	9kVA	Qpay=8	Simpletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Gazvr	1306	18
3	1986a1988	3personnes	2pieces	Indestdeter	6kVA	Qpay=9	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	1307	18
1	1989a1990	1personne	2pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1308	18
3	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1309	18
1	1989a1990	2personnes	4pieces	Relevenormal	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Bois	1310	18
2	1989a1990	3personnes	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	1311	18
2	1971a1980	1personne	3pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1949->73	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	65anset+	Electric	1312	18
3	1989a1990	2personnes	4pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1313	18
1	91	2personnes	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	agglo.rurale	<=1948	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1314	18
1	1989a1990	4personnes	5pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	10Ma20Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Gazvr	1315	18
2	1971a1980	4personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	45a54ans	Electric	1316	18
2	1989a1990	2personnes	3pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	5Ma10Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	1317	18
2	1989a1990	4personnes	5pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	5Ma10Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Gazvr	1318	18
1	1986a1988	4personnes	5pieces	Mensualise	6kVA	Qpay=5	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Gazvr	1319	18
2	1986a1988	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	55a64ans	Electric	1320	18
3	1989a1990	1personne	3pieces	Mensualise	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	1321	18
1	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	2Ma5Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Electric	1322	18
2	1981a1985	3personnes	3pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	65anset+	Electric	1323	18
2	1989a1990	2personnes	2pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	1324	18
3	1989a1990	2personnes	1piece	Indestmensu	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1949->73	Locataire	Individuel	entre1982et1988	avant1982	Pascheminee	18a34ans	Bois	1325	18
2	1986a1988	2personnes	3pieces	Mensualise	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Electric	1326	18
3	1966a1970	2personnes	4pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1949->73	Proprietaire	Collectif	avant1982	entre1982et1988	Pascheminee	55a64ans	Electric	1327	18
2	1971a1980	2personnes	4pieces	Indestdeter	6kVA	Qpay=8	Doubletarif	agglo.rurale	<=1948	Locataire	Individuel	avant1982	entre1982et1988	Cheminee	55a64ans	Electric	1328	18
2	1971a1980	2personnes	3pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	1974->81	Proprietaire	Individuel	entre1982et1988	avant1982	Cheminee	65anset+	Electric	1329	18
1	1986a1988	2personnes	4pieces	Mensualise	9kVA	Qpay=9	Doubletarif	2Ma5Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	65anset+	Gazvr	1330	18
1	1989a1990	3personnes	4pieces	Indestmensu	>=12kVA	Qpay=9	Doubletarif	20Ma50Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	45a54ans	Electric	1331	18
3	1989a1990	1personne	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	1332	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	2Ma5Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1989et1990	Cheminee	55a64ans	Electric	1333	18
2	1989a1990	3personnes	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1334	18
1	1989a1990	2personnes	5pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	20Ma50Mhab	1974->81	Locataire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Gazvr	1335	18
2	1989a1990	4personnes	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Cheminee	35a44ans	Electric	1336	18
3	1989a1990	2personnes	2pieces	Mensualise	6kVA	Qpay=3	Doubletarif	20Ma50Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Autre	1337	18
3	1981a1985	3personnes	5pieces	Mensualise	9kVA	Qpay=8	Doubletarif	5Ma10Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	1338	18
3	1989a1990	3personnes	3pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	20Ma50Mhab	1982->88	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	1339	18
2	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=7	Doubletarif	5Ma10Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1340	18
3	1989a1990	2personnes	5pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	2Ma5Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	1341	18
3	1989a1990	2personnes	3pieces	Indestmensu	9kVA	Qpay=9	Doubletarif	20Ma50Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Electric	1342	18
3	1986a1988	2personnes	3pieces	Mensualise	9kVA	Qpay=6	Simpletarif	5Ma10Mhab	<=1948	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	65anset+	Electric	1343	18
2	1989a1990	1personne	2pieces	Mensualise	9kVA	Qpay=8	Doubletarif	20Ma50Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1344	18
2	1981a1985	4personnes	4pieces	Indestdeter	9kVA	Qpay=4	Simpletarif	agglo.rurale	1949->73	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Bois	1345	18
3	1989a1990	1personne	1piece	Indestmensu	6kVA	Qpay=6	Doubletarif	20Ma50Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1346	18
2	1989a1990	3personnes	4pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Autre	1347	18
2	1986a1988	3personnes	3pieces	Mensualise	>=12kVA	Qpay=5	Doubletarif	2Ma5Mhab	1949->73	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	55a64ans	Electric	1348	18
2	1989a1990	1personne	3pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	2Ma5Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	65anset+	Electric	1349	18
2	1989a1990	3personnes	4pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	10Ma20Mhab	1982->88	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	1350	18
2	1986a1988	2personnes	4pieces	Relevenormal	9kVA	Qpay=6	Doubletarif	5Ma10Mhab	1949->73	Locataire	Collectif	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Gazvr	1351	18
3	1966a1970	1personne	3pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	agglo.rurale	<=1948	Proprietaire	Collectif	avant1982	entre1989et1990	Cheminee	55a64ans	Electric	1352	18
